date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:26:56	6375/6375	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2005%20Aug%202025%2015:26:56%20GMT	https://3d-impressao.webflow.io/faq	C:/My%20Web%20Sites/Procrea.3dprinting/3d-impressao.webflow.io/faq	(from https://3d-impressao.webflow.io/)
16:26:56	1251514/1251514	---M--	200	added ('OK')	image/png	etag:%22cb83d45e52c3cb7e33fa02892efc1257%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/6853eaf79a4411ddf5209119_Screenshot_1-min.png	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/6853eaf79a4411ddf5209119_Screenshot_1-min.png	(from https://3d-impressao.webflow.io/)
16:26:57	840266/840266	---M--	200	added ('OK')	image/jpeg	etag:%22e0be83e8464eb7a1a452e17d5d8e3447%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/685354b809318f79182b57b6_IMG_20241215_201656%20(2).jpg	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/685354b809318f79182b57b6_IMG_20241215_201656%20(2).jpg	(from https://3d-impressao.webflow.io/)
16:26:57	1782814/1782814	---M--	200	added ('OK')	image/jpeg	etag:%22077897a3526ad21fceeff9abd057d31c%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/6853535650456895d659a9a5_IMG_20240926_123005.jpg	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/6853535650456895d659a9a5_IMG_20240926_123005.jpg	(from https://3d-impressao.webflow.io/)
16:26:57	134041/134041	---M--	200	added ('OK')	image/jpeg	etag:%227c96d36df1e8115935eb7d6b0555a033%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/684732835d9710e80ad3f1ae_photo_2023-02-28_16-33-48.jpg	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/684732835d9710e80ad3f1ae_photo_2023-02-28_16-33-48.jpg	(from https://3d-impressao.webflow.io/)
16:26:57	1570792/1570792	---M--	200	added ('OK')	image/png	etag:%22a8b38b08269049e504e4507f0be4affa%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/686e897614489afa4bdfa7c1_ChatGPT%20Image%209%20%d0%b8%d1%8e%d0%bb.%202025%20%d0%b3.%2C%2016_22_55.png	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/686e897614489afa4bdfa7c1_ChatGPT%20Image%209%20%d0%b8%d1%8e%d0%bb.%202025%20%d0%b3.,%2016_22_55.png	(from https://3d-impressao.webflow.io/)
16:26:58	1309069/1309069	---M--	200	added ('OK')	image/jpeg	etag:%22275aef3a41113127bf87fb67e0293c8c%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/685354082930080c5e7e769d_IMG_20240829_092800%20%e2%80%93%20%d0%ba%d0%be%d0%bf%d1%96%d1%8f.jpg	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/685354082930080c5e7e769d_IMG_20240829_092800%20%e2%80%93%20%d0%ba%d0%be%d0%bf%d1%96%d1%8f.jpg	(from https://3d-impressao.webflow.io/)
16:26:58	875185/875185	---M--	200	added ('OK')	image/jpeg	etag:%228927f0312454de1579b101e1301b20fc%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/68535b7198d1d0395cae50df_IMG_20241003_123534_c.jpg	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/68535b7198d1d0395cae50df_IMG_20241003_123534_c.jpg	(from https://3d-impressao.webflow.io/)
16:26:58	1956576/1956576	---M--	200	added ('OK')	image/jpeg	etag:%22a79477412f5a852bef6cc6360b6a62c5%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/68535523a054323c381a2517_IMG_9762.jpeg	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/68535523a054323c381a2517_IMG_9762.jpg	(from https://3d-impressao.webflow.io/)
16:26:58	3424748/3424748	---M--	200	added ('OK')	image/jpeg	etag:%22ddcff106aaac9656cf4274cf63e65177%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/68474568ae6163d917d5160e_IMG_20240908_191053.jpg	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/68474568ae6163d917d5160e_IMG_20240908_191053.jpg	(from https://3d-impressao.webflow.io/)
16:26:59	1302209/1302209	---M--	200	added ('OK')	image/jpeg	etag:%2290ca34a70c19c3a4ff93667e6a741232%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/68535ae3924fa1fd88d3acb9_IMG_20250501_180831.jpg	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/68535ae3924fa1fd88d3acb9_IMG_20250501_180831.jpg	(from https://3d-impressao.webflow.io/)
16:26:59	831582/831582	---M--	200	added ('OK')	image/jpeg	etag:%22016d1bab266e7473e4657dc937aa044c%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/685355ea50456895d65abbde_IMG_20250107_195103.jpg	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/685355ea50456895d65abbde_IMG_20250107_195103.jpg	(from https://3d-impressao.webflow.io/)
16:26:59	586231/586231	---M--	200	added ('OK')	image/jpeg	etag:%22dac336e43f5d4dfc071377f8335624dc%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/6854211378db27db59b91615_IMG_20250429_220455.jpg	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/6854211378db27db59b91615_IMG_20250429_220455.jpg	(from https://3d-impressao.webflow.io/)
16:26:59	994352/994352	---M--	200	added ('OK')	image/jpeg	etag:%229ed324c13837760cd3e19dea241b69fe%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/68535319ac0623eb465ded34_IMG_20240918_151907.jpg	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/68535319ac0623eb465ded34_IMG_20240918_151907.jpg	(from https://3d-impressao.webflow.io/)
16:27:00	2942558/2942558	---M--	200	added ('OK')	image/png	etag:%220c8d018a4c7c9a01bd67a6646703a879%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/6854332f3b3f32f84de78b0e_Screenshot_3.png	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/6854332f3b3f32f84de78b0e_Screenshot_3.png	(from https://3d-impressao.webflow.io/)
16:27:00	1926147/1926147	---M--	200	added ('OK')	image/png	etag:%22087da3baff38ccff8888827daee68693%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/6853592f80791e9d31bce414_Screenshot_2.png	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/6853592f80791e9d31bce414_Screenshot_2.png	(from https://3d-impressao.webflow.io/)
16:27:00	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=6836d3220e01e03c6cde35b9	C:/My%20Web%20Sites/Procrea.3dprinting/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8844d.js	(from https://3d-impressao.webflow.io/)
16:27:00	41429/41429	---MCZ	200	added ('OK')	text/javascript	etag:W/%226d1d67fe2715f25c2fd98a9011d8ea67%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/js/webflow.schunk.36b8fb49256177c8.js	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/js/webflow.schunk.36b8fb49256177c8.js	(from https://3d-impressao.webflow.io/)
16:27:00	47774/47774	---MCZ	200	added ('OK')	text/javascript	etag:W/%22567380098d745471b612ccf30d2629bb%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/js/webflow.schunk.039ed449019d8266.js	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/js/webflow.schunk.039ed449019d8266.js	(from https://3d-impressao.webflow.io/)
16:27:01	3247/3247	---MCZ	200	added ('OK')	text/javascript	etag:W/%2229de64bfd04484baec532c808f4506fb%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/js/webflow.schunk.121b0d7ff03e0f4a.js	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/js/webflow.schunk.121b0d7ff03e0f4a.js	(from https://3d-impressao.webflow.io/)
16:27:01	92451/92451	---MCZ	200	added ('OK')	text/javascript	etag:W/%22bacf4fda365fa89d6ee6da88847a724d%22	https://cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/js/webflow.bd15f90a.4a4b026d8e8de637.js	C:/My%20Web%20Sites/Procrea.3dprinting/cdn.prod.website-files.com/6836d3220e01e03c6cde35b9/js/webflow.bd15f90a.4a4b026d8e8de637.js	(from https://3d-impressao.webflow.io/)
16:27:01	6375/6375	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2005%20Aug%202025%2015:27:02%20GMT	https://3d-impressao.webflow.io/faq	C:/My%20Web%20Sites/Procrea.3dprinting/3d-impressao.webflow.io/faq.html	(from https://3d-impressao.webflow.io/)
16:27:02	6375/6375	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2005%20Aug%202025%2015:27:02%20GMT	https://3d-impressao.webflow.io/faq	C:/My%20Web%20Sites/Procrea.3dprinting/3d-impressao.webflow.io/faq.html	(from https://3d-impressao.webflow.io/)
